title,authors,average_rating,isbn,# num_pages,library_url
Libra,Don DeLillo,3.99,0140156046,480,https://openlibrary.org/books/OL17924842M/Libra
Mao II,Don DeLillo,3.68,0140152741,254,https://openlibrary.org/books/OL22479217M/Mao_II
Americana,Don DeLillo,3.43,0140119485,377,https://openlibrary.org/books/OL2060233M/Americana
Running Dog,Don DeLillo,3.42,0679722947,256,https://openlibrary.org/books/OL7699793M/Running_Dog
Cosmopolis,Don DeLillo,3.22,0743244257,224,https://openlibrary.org/books/OL7928162M/Cosmopolis
Great Jones Street,Don DeLillo,3.48,0140179178,272,https://openlibrary.org/books/OL1047480M/Great_Jones_Street
The Names,Don DeLillo,3.64,0679722955,339,https://openlibrary.org/books/OL7699794M/The_Names
Against the Day,Thomas Pynchon,4.12,159420120X,1085,https://openlibrary.org/books/OL8875965M/Against_the_Day
V.,Thomas Pynchon,3.96,0060930217,547,https://openlibrary.org/books/OL7284980M/V._(Perennial_Classics)
The Crying of Lot 49,Thomas Pynchon,3.7,0060931671,152,https://openlibrary.org/books/OL7285062M/The_Crying_of_Lot_49
Gravity's Rainbow,Thomas Pynchon,4.02,0140283382,784,https://openlibrary.org/books/OL6900801M/Gravity's_rainbow
Mason & Dixon,Thomas Pynchon,4.06,0312423209,773,https://openlibrary.org/books/OL9880544M/Mason_Dixon
Vineland,Thomas Pynchon,3.68,0141180633,385,https://openlibrary.org/books/OL17135436M/Vineland
Gravity's Rainbow,Thomas Pynchon,4.02,0143039946,776,https://openlibrary.org/books/OL7361806M/Gravity's_Rainbow_(Penguin_Classics_Deluxe_Edition)
Slow Learner: Early Stories,Thomas Pynchon,3.5,0316724432,193,https://openlibrary.org/books/OL16622236M/Slow_learner
Been Down So Long It Looks Like Up To Me,Richard Fariña-Thomas Pynchon,3.81,0140189300,352,https://openlibrary.org/books/OL576800M/Been_down_so_long_it_looks_like_up_to_me
The Year of Magical Thinking,Joan Didion,3.88,140004314X,227,https://openlibrary.org/books/OL3423180M/The_Year_of_Magical_Thinking
The White Album,Joan Didion,4.17,0374522219,222,https://openlibrary.org/books/OL7424256M/The_White_Album
A Book of Common Prayer,Joan Didion,3.8,0679754865,272,https://openlibrary.org/books/OL1114766M/A_book_of_common_prayer
Where I Was From,Joan Didion,3.86,0679752862,240,no response found
Democracy,Joan Didion,3.81,0679754857,234,https://openlibrary.org/books/OL1114767M/Democracy
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion-John Leonard,4.49,0307264874,1122,https://openlibrary.org/books/OL15626938M/We_Tell_Ourselves_Stories_in_Order_to_Live
Play It as It Lays,Joan Didion-David Thomson,3.87,0374529949,231,https://openlibrary.org/books/OL7424625M/Play_It_As_It_Lays
The New York Trilogy,Paul Auster-Art Spiegelman-Luc Sante,3.9,0143039830,308,https://openlibrary.org/books/OL17923895M/The_New_York_trilogy
City of Glass (The New York Trilogy  #1),Paul Auster,3.79,0140097317,203,https://openlibrary.org/books/OL21142705M/City_of_Glass
Ghosts (The New York Trilogy  #2),Paul Auster,3.65,014009735X,96,https://openlibrary.org/books/OL2728700M/Ghosts
The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,0940650762,179,https://openlibrary.org/books/OL2436804M/The_locked_room
Pyramids of Montauk: Explorations in Consciousness,Peter Moon-Preston B. Nichols-Nina Helms,3.91,0963188925,256,https://openlibrary.org/books/OL1126881M/Pyramids_of_Montauk
The Brooklyn Follies,Paul Auster,3.83,0312426232,306,https://openlibrary.org/books/OL9323564M/The_Brooklyn_Follies
Moon Palace,Paul Auster,3.98,0140115854,320,https://openlibrary.org/books/OL2201540M/Moon_palace
Timbuktu,Paul Auster,3.68,0312263996,181,https://openlibrary.org/books/OL6779961M/Timbuktu
Neon Lit: Paul Auster's City of Glass,Paul Karasik-David Mazzucchelli-Paul Auster-Bob Callahan,3.92,038077108X,129,https://openlibrary.org/books/OL1448255M/Paul_Auster's_City_of_glass
The Music of Chance,Paul Auster,3.9,0140154078,217,https://openlibrary.org/books/OL22478305M/The_music_of_chance
Travels in the Scriptorium,Paul Auster,3.23,0805081453,145,https://openlibrary.org/books/OL24766080M/Travels_in_the_scriptorium
Leviathan,Paul Auster,3.95,0140178139,275,https://openlibrary.org/books/OL7349460M/Leviathan_(Contemporary_American_Fiction)
The Red Notebook: True Stories,Paul Auster,3.77,0811214982,104,https://openlibrary.org/books/OL3552092M/The_red_notebook
Timbuktu / Leviathan / Moon Palace,Paul Auster,4.4,2742741461,1075,https://openlibrary.org/books/OL12600413M/Paul_Auster
Why Write?,Paul Auster,3.77,1886224145,58,https://openlibrary.org/books/OL968821M/Why_write
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,0143036556,608,https://openlibrary.org/books/OL7361580M/Collapse
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb-Glen C. Strathy,3.39,0446579785,211,https://openlibrary.org/books/OL3417004M/The_coming_economic_collapse
Collapse of Complex Societies,Joseph A. Tainter,4.13,052138673X,262,https://openlibrary.org/books/OL21234427M/The_collapse_of_complex_societies.
Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.79,0743203046,544,https://openlibrary.org/books/OL7926623M/Bowling_Alone
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.92,034543871X,272,https://openlibrary.org/books/OL9752934M/The_Collapse_of_the_Common_Good
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo-Gloria Bird-Beth Cuthand-Valerie Martinez-Patricia Blanco,4.39,0393318281,576,https://openlibrary.org/books/OL7453542M/Reinventing_the_Enemy's_Language
My Inventions,Nikola Tesla,4.01,1599869942,88,https://openlibrary.org/books/OL8902455M/My_Inventions
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer-William H. Terbo,3.77,0806519606,542,https://openlibrary.org/books/OL18200612M/Wizard
Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.95,0822549204,144,https://openlibrary.org/books/OL1431643M/Nikola_Tesla
Tesla Papers,Nikola Tesla-David Hatcher Childress,4.12,0932813860,100,https://openlibrary.org/books/OL8387026M/The_Tesla_Papers
The Invention of Tradition,Eric Hobsbawm-Terence O. Ranger-Hugh Trevor-Roper-Prys Morgan-David Cannadine-Bernard S. Cohn,3.96,0521437733,320,https://openlibrary.org/books/OL7740777M/The_Invention_of_Tradition_(Canto)
Boys of Summer,Julie Elizabeth Leto-Leslie Kelly-Kimberly Raye,3.77,0373792689,256,https://openlibrary.org/books/OL18724212M/Boys_of_summer
Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas-Chad Fowler-Andy Hunt,4.04,0974514055,828,https://openlibrary.org/books/OL3439591M/Programming_Ruby
Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly-CliffsNotes-William Golding,3.92,0764585975,112,https://openlibrary.org/books/OL22017574M/CliffsNotes_Golding's_Lord_of_the_flies
Lord of the Flies,William Golding,3.67,0307281701,6,no response found
Lord of the Flies,William Golding-Ben Gibson-E.M. Forster-Edmund L. Epstein,3.67,0399529209,336,https://openlibrary.org/books/OL3688432M/Lord_of_the_Flies
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,0812969707,397,https://openlibrary.org/books/OL8020904M/A_War_Like_No_Other
We Were Not Like Other People,Ephraim Sevela-Antonina W. Bouis,4.15,0060255080,216,https://openlibrary.org/books/OL2192229M/We_were_not_like_other_people
The Lovely Bones,Alice Sebold,3.79,0330485385,328,https://openlibrary.org/books/OL16202159M/The_lovely_bones
The Lovely Bones,Alice Sebold,3.79,159413023X,532,https://openlibrary.org/books/OL3692803M/The_lovely_bones
Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.81,0345360354,224,https://openlibrary.org/books/OL9445706M/Lovely_in_Her_Bones
The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea-Molly E. Holzschlag,4.0,0321303474,296,https://openlibrary.org/books/OL3439386M/The_zen_of_CSS_design
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,0321430840,456,https://openlibrary.org/books/OL9536025M/HTML_XHTML_and_CSS
1000 Record Covers,Michael Ochs-Patrick Javault-Ulrike Wasel,3.84,3822840858,575,https://openlibrary.org/books/OL8945882M/1000_Record_Covers
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.83,0743264460,245,https://openlibrary.org/books/OL7948065M/Killing_Yourself_to_Live
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.74,0743236017,272,https://openlibrary.org/books/OL7927834M/Sex_Drugs_and_Cocoa_Puffs
Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,3.77,0965762645,310,https://openlibrary.org/books/OL8531023M/Reefer_Madness
Vice (V  #8),Jane Feather,3.51,0553572490,419,https://openlibrary.org/books/OL24877119M/Vice
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,0060589469,540,https://openlibrary.org/books/OL7279374M/Zen_and_the_Art_of_Motorcycle_Maintenance
Once Upon a Cool Motorcycle Dude,Kevin O'Malley-Carol Heyer-Scott Goto,4.08,0802789471,32,https://openlibrary.org/books/OL3307660M/Once_upon_a_cool_motorcycle_dude
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto-Thomas J. Steele,3.72,0688060692,408,https://openlibrary.org/books/OL1877161M/Guidebook_to_Zen_and_the_art_of_motorcycle_maintenance
Motorcycle Basics Techbook,John Harold Haynes,3.83,185960515X,222,https://openlibrary.org/books/OL3960939M/Motorcycle_basics_techbook
LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel-Bill Gardner,3.96,1592530877,191,https://openlibrary.org/books/OL8867387M/Logo_Lounge
The Death of Ivan Ilych And Other Stories,Leo Tolstoy-Hugh McLean,4.1,0451528808,304,https://openlibrary.org/books/OL7577331M/The_Death_of_Ivan_Ilych_And_Other_Stories
War and Peace,Leo Tolstoy-Henry Gifford-Aylmer Maude-Louise Maude,4.11,0192833987,1392,https://openlibrary.org/books/OL7384027M/War_and_Peace_(Oxford_World's_Classics)
The Kingdom of God Is Within You,Leo Tolstoy-Constance Garnett,4.13,0486451380,352,https://openlibrary.org/books/OL7640143M/The_Kingdom_of_God_Is_Within_You
Hunters Of Dune (Dune Chronicles  #7),Brian Herbert-Kevin J. Anderson,3.65,0340837489,528,no response found
Atlas Shrugged,Ayn Rand-Leonard Peikoff,3.68,0452011876,1168,https://openlibrary.org/books/OL7589983M/Atlas_Shrugged
For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,0451163087,224,https://openlibrary.org/books/OL741463M/For_the_new_intellectual
The Fountainhead,Ayn Rand,3.86,0452286751,752,https://openlibrary.org/books/OL7591134M/The_Fountainhead
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand-Nathaniel Branden,3.5,0451163931,176,https://openlibrary.org/books/OL16181071M/Virtue_of_selfishness
Anthem,Ayn Rand,3.63,0452281253,105,https://openlibrary.org/books/OL7590863M/Anthem
We the Living,Ayn Rand-Leonard Peikoff,3.91,0451187849,464,https://openlibrary.org/books/OL17580761M/We_the_living
Capitalism: The Unknown Ideal,Ayn Rand-Nathaniel Branden-Alan Greenspan-Robert Hessen,3.87,0451147952,340,https://openlibrary.org/books/OL16925465M/Capitalism
Letters of Ayn Rand,Ayn Rand-Michael S. Berliner-Leonard Peikoff,3.97,0452274044,681,https://openlibrary.org/books/OL25434590M/Letters_of_Ayn_Rand
Sailing for Dummies,J.J. Isler-Peter Isler,3.94,0471791431,416,https://openlibrary.org/books/OL17882784M/Sailing_for_dummies
Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.87,0553803816,368,https://openlibrary.org/books/OL7850548M/Sailing_from_Byzantium
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,0375755195,192,https://openlibrary.org/books/OL22819527M/Sailing_alone_around_the_room
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.63,1592283195,286,https://openlibrary.org/books/OL3301721M/The_greatest_sailing_stories_ever_told
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.08,0975599518,571,https://openlibrary.org/books/OL23273949M/Natural_cures_they_don't_want_you_to_know_about
The Natural,Bernard Malamud-Kevin Baker,3.63,0374502005,231,https://openlibrary.org/books/OL1042607M/The_natural
Digging to America,Anne Tyler,3.55,0307263940,277,https://openlibrary.org/books/OL3428488M/Digging_to_America
Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo-Bonnie Lisle,3.77,0312405545,826,https://openlibrary.org/books/OL3698998M/Rereading_America
Modern Latin America,Thomas E. Skidmore-Peter H. Smith,3.59,019517013X,528,https://openlibrary.org/books/OL3302922M/Modern_Latin_America
The Plot Against America,Philip Roth,3.75,1400079497,391,https://openlibrary.org/books/OL26614616M/The_Plot_Against_America
America (The Book): A Citizen's Guide to Democracy Inaction,Jon Stewart-Ben Karlin-David Javerbaum-Rich Bloomquist-Steve Bodow-Tim Carvell-Eric Drysdale-J.R. Havlan-Scott Jacobson-Tom Johnson-Rob Kutner-Chris Regan-Jason Reich-Jason Ross-Stephen Colbert-Samantha Bee-Rob Corddry-Brendan Hay-Ed Helms,4.02,0713998946,228,https://openlibrary.org/books/OL7798471M/The_Daily_Show_with_Jon_Stewart_Presents_America_(The_Book)
Naked Pictures of Famous People,Jon Stewart,3.59,0688171621,164,https://openlibrary.org/books/OL18485393M/Naked_pictures_of_famous_people
Collected Stories,Gabriel García Márquez-Gregory Rabassa-J.S. Bernstein,4.19,0060932686,352,https://openlibrary.org/books/OL42183M/Collected_stories
Crónica de una muerte anunciada,Gabriel García Márquez,3.96,1400034957,118,https://openlibrary.org/books/OL8362813M/Cronica_de_una_muerte_anunciada
Cien años de soledad,Gabriel García Márquez,4.06,0307350428,496,https://openlibrary.org/books/OL9626782M/Cien_años_de_soledad
Del amor y otros demonios,Gabriel García Márquez,3.98,0307350444,176,https://openlibrary.org/books/OL21632044M/Del_amor_y_otros_demonios
Living to Tell the Tale,Gabriel García Márquez-Edith Grossman,3.98,140003454X,533,https://openlibrary.org/books/OL22630535M/Living_to_tell_the_tale
Memoria de mis putas tristes,Gabriel García Márquez,3.59,1400095808,112,https://openlibrary.org/books/OL13571225M/Memoria_de_mis_putas_tristes
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,0375708111,425,https://openlibrary.org/books/OL24416865M/The_elegant_universe
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon-Thanissaro Bhikkhu,4.38,086171492X,288,https://openlibrary.org/books/OL3300400M/Pure_and_simple
The Mini Rough Guide to London,Rob Humphreys-Beth Chaplin-Rebecca Morrill,3.75,184353584X,363,https://openlibrary.org/books/OL8931811M/The_Rough_Guide_London_Mini_Guide_Edition_4
London: City Guide (Lonely Planet City Guide),Lonely Planet-Sarah Johnstone-Tom Masters,4.03,1740598318,466,https://openlibrary.org/books/OL8906783M/Lonely_Planet_London
Best of London (Lonely Planet Best Of),Lonely Planet-Sarah Johnstone-Steve Fallon,4.09,1740594770,128,https://openlibrary.org/books/OL8906625M/Lonely_Planet_Best_Of_London_(Lonely_Planet_Encounter_London)
London,Lonely Planet-Steve Fallon-Pat Yale,4.03,186450353X,400,https://openlibrary.org/books/OL8647789M/Lonely_Planet_London
Lonely Planet Londres,Lonely Planet-Sarah Johnstone-Tom Masters,4.03,8408064762,480,https://openlibrary.org/books/OL9116395M/Lonely_Planet_Londres_(Lonely_Planet_London)
Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet-Mark Honan,0.0,1740592050,295,https://openlibrary.org/books/OL12559343M/Lonely_Planet_2002_Out_to_Eat_London_(Out_to_Eat)
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.87,0618710531,287,https://openlibrary.org/books/OL7606264M/Three_Nights_in_August
Cryptonomicon,Neal Stephenson,4.25,0060512806,1139,https://openlibrary.org/books/OL7277480M/Cryptonomicon
Golgotha (Cryptonomicon  #3),Neal Stephenson,4.13,2228894699,420,https://openlibrary.org/books/OL8886235M/Cryptonomicon_tome_3
Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.11,2228894168,418,https://openlibrary.org/books/OL8886223M/Cryptonomicon_tome_2
The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.25,0060733357,815,https://openlibrary.org/books/OL7280564M/The_Confusion_(The_Baroque_Cycle_Vol._2)
Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,0060593083,927,https://openlibrary.org/books/OL24952872M/Quicksilver
The Cobweb,Neal Stephenson-J. Frederick George,3.61,0553383442,448,https://openlibrary.org/books/OL7826608M/The_Cobweb
Zodiac,Neal Stephenson,3.71,0553573861,308,https://openlibrary.org/books/OL16905176M/Zodiac
The Big U,Neal Stephenson,3.25,0380816032,308,https://openlibrary.org/books/OL6789699M/The_big_U
The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson,4.19,0553380966,499,https://openlibrary.org/books/OL21661435M/The_diamond_age
Interface,Neal Stephenson-George F. Jewsbury-Stephen  Bury,3.67,0553383434,640,https://openlibrary.org/books/OL23138706M/Interface
Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,0060833181,464,https://openlibrary.org/books/OL7282658M/Odalisque
Snow Crash,Neal Stephenson,4.03,0553380958,438,https://openlibrary.org/books/OL18141225M/Snow_crash
Snow Crash,Neal Stephenson-Joachim Körber,4.03,344245302X,534,https://openlibrary.org/books/OL9035687M/Snow_Crash.
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington-Bill Robertie,4.15,1880685353,450,https://openlibrary.org/books/OL24801328M/Harrington_on_hold_'em
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington-Bill Robertie,4.23,1880685337,381,https://openlibrary.org/books/OL17903862M/Harrington_on_hold_'em
The Design of Everyday Things,Donald A. Norman,4.19,0465067107,240,https://openlibrary.org/books/OL3702614M/The_design_of_everyday_things
Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.94,0465051367,272,https://openlibrary.org/books/OL7593784M/Emotional_Design
